"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210314"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 대전광역시"
"시군구 : 서구"
"읍면동 : 둔산동"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"대전광역시 서구 둔산동","957","0957","0000","파랑새","72.8725","202101","9","30,500","4","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","84.95","202101","16","43,000","8","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","72.8725","202101","16","33,900","11","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","72.8725","202101","22","29,000","4","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","84.95","202102","2","38,000","1","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","84.95","202102","20","42,900","14","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","72.8725","202102","22","33,000","12","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","84.95","202102","23","42,900","7","1995","둔지로 75","20210327"
"대전광역시 서구 둔산동","957","0957","0000","파랑새","84.95","202102","26","43,800","12","1995","둔지로 75",""
"대전광역시 서구 둔산동","957","0957","0000","파랑새","72.8725","202103","11","31,800","5","1995","둔지로 75",""
"대전광역시 서구 둔산동","980","0980","0000","플로채","12.5293","202101","30","5,400","5","2011","둔지로 38",""
"대전광역시 서구 둔산동","980","0980","0000","플로채","12.5293","202102","1","5,350","6","2011","둔지로 38",""
"대전광역시 서구 둔산동","980","0980","0000","플로채","12.5293","202102","5","5,400","5","2011","둔지로 38",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202101","15","74,000","1","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202101","15","85,000","8","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202101","16","73,000","1","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202101","16","80,000","3","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","92.88","202101","27","67,000","1","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","76.22","202101","30","54,500","1","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","5","82,500","10","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","6","84,800","14","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","92.88","202102","6","65,000","1","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","10","89,000","13","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","10","82,000","7","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","26","89,000","14","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202102","26","88,400","11","1992","둔산북로 160",""
"대전광역시 서구 둔산동","1388","1388","0000","한마루아파트","101.94","202103","13","88,400","10","1992","둔산북로 160",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202101","6","40,300","3","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","7","25,500","11","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202101","14","40,000","5","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","16","25,050","5","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202101","19","44,500","9","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202101","19","42,000","15","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","19","25,700","13","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","19","22,500","1","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","21","26,300","11","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","25","29,300","12","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","28","27,000","9","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","29","24,300","2","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","30","25,500","10","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","30","28,300","12","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202101","30","27,000","11","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","5","27,500","4","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","6","40,000","9","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","6","42,000","4","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","8","27,500","4","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","8","27,500","5","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","10","42,500","8","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","16","41,900","6","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","17","27,000","3","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","18","44,800","8","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","19","43,000","9","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","22","27,000","11","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","23","42,900","14","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","24","45,000","12","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.63","202102","24","41,500","15","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","25","29,500","14","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202102","27","26,000","4","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202102","27","42,000","7","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","62.1","202103","2","30,000","9","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202103","9","42,000","15","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202103","10","40,500","4","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202103","10","40,900","15","1995","둔산로 15",""
"대전광역시 서구 둔산동","970","0970","0000","향촌","84.42","202103","11","43,000","10","1995","둔산로 15",""
