시,구,동,번지,본번,부번,단지명,전용면적,계약연도,계약일,거래금액,층,건축년도,도로명,거래일자,계약연월
대전광역시,대덕구,덕암동,16469,45,2,삼부덕암마을,105.81,2016,5,20000,13,2000,덕암로234번길 15,20160905,201609
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,25,28500,10,1995,동춘당로 178,20160125,201601
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,23,27500,11,1995,동춘당로 178,20160223,201602
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,10,23800,4,1995,동춘당로 178,20160610,201606
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,4,26900,14,1995,동춘당로 178,20160804,201608
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,22,26800,5,1995,동춘당로 178,20160922,201609
대전광역시,대덕구,법동,191-1,191,1,보람,124.87,2016,30,25500,7,1995,동춘당로 178,20161230,201612
대전광역시,대덕구,법동,389,389,0,영진로얄,125.2,2016,30,19650,3,1990,아리랑로 211,20160430,201604
대전광역시,대덕구,법동,389,389,0,영진로얄,125.2,2016,23,21250,5,1990,아리랑로 211,20160923,201609
대전광역시,대덕구,법동,389,389,0,영진로얄,125.2,2016,24,21800,7,1990,아리랑로 211,20161124,201611
대전광역시,대덕구,법동,285-1,285,1,유원,108.89,2016,19,21500,9,1989,계족로663번길 23,20160319,201603
대전광역시,대덕구,법동,285-1,285,1,유원,108.89,2016,25,18000,5,1989,계족로663번길 23,20160325,201603
대전광역시,대덕구,비래동,509-1,509,1,비래휴플러스,124.9255,2016,13,32500,16,2006,비래서로10번길 21,20160113,201601
대전광역시,대덕구,비래동,509-1,509,1,비래휴플러스,124.9255,2016,18,31000,7,2006,비래서로10번길 21,20160318,201603
대전광역시,대덕구,비래동,509-1,509,1,비래휴플러스,124.9255,2016,6,30000,9,2006,비래서로10번길 21,20160406,201604
대전광역시,대덕구,비래동,509-1,509,1,비래휴플러스,124.9255,2016,14,30800,8,2006,비래서로10번길 21,20160514,201605
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,18,26500,39,2012,대덕대로 1555,20160118,201601
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,29,35000,49,2012,대덕대로 1555,20160229,201602
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,10,31450,49,2012,대덕대로 1555,20160310,201603
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,6,27100,31,2012,대덕대로 1555,20160406,201604
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,20,26100,7,2012,대덕대로 1555,20160420,201604
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,22,32800,28,2012,대덕대로 1555,20160522,201605
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,13,26200,9,2012,대덕대로 1555,20160613,201606
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,22,32800,47,2012,대덕대로 1555,20160622,201606
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,25,31500,50,2012,대덕대로 1555,20160625,201606
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,28,26300,50,2012,대덕대로 1555,20160628,201606
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,30,27450,25,2012,대덕대로 1555,20160630,201606
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,2,31100,9,2012,대덕대로 1555,20160702,201607
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,9,32000,10,2012,대덕대로 1555,20160709,201607
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,11,32250,27,2012,대덕대로 1555,20160711,201607
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,14,26950,39,2012,대덕대로 1555,20160714,201607
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,2,32400,19,2012,대덕대로 1555,20160802,201608
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,8,32500,12,2012,대덕대로 1555,20160808,201608
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,13,37750,39,2012,대덕대로 1555,20160813,201608
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,29,31900,7,2012,대덕대로 1555,20160829,201608
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,117.388,2016,28,32600,11,2012,대덕대로 1555,20160928,201609
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,31,26100,21,2012,대덕대로 1555,20161031,201610
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,118.307,2016,10,31500,48,2012,대덕대로 1555,20161210,201612
대전광역시,대덕구,석봉동,770,770,0,금강엑슬루타워,103.275,2016,12,26900,37,2012,대덕대로 1555,20161212,201612
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,118.09,2016,6,32000,17,1999,동춘당로114번길 60,20160106,201601
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,118.09,2016,15,33500,6,1999,동춘당로114번길 60,20160715,201607
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,118.09,2016,3,32930,14,1999,동춘당로114번길 60,20160803,201608
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,25,39500,8,1999,동춘당로114번길 60,20160825,201608
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,118.09,2016,20,35200,16,1999,동춘당로114번길 60,20160920,201609
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,26,39500,8,1999,동춘당로114번길 60,20160926,201609
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,8,39800,8,1999,동춘당로114번길 60,20161008,201610
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,21,37800,5,1999,동춘당로114번길 60,20161021,201610
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,31,40500,16,1999,동춘당로114번길 60,20161031,201610
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,2,30000,10,1999,동춘당로114번길 60,20161102,201611
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,118.09,2016,1,28250,1,1999,동춘당로114번길 60,20161201,201612
대전광역시,대덕구,송촌동,461-1,461,1,선비마을3단지,134.53,2016,6,45000,12,1999,동춘당로114번길 60,20161206,201612
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,2,33100,19,1999,계족산로 136,20160402,201604
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,6,32000,6,1999,계족산로 136,20160606,201606
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,19,30000,1,1999,계족산로 136,20160819,201608
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,1,29500,1,1999,계족산로 136,20160901,201609
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,18,34800,5,1999,계족산로 136,20161118,201611
대전광역시,대덕구,송촌동,494-1,494,1,선비마을5단지,132,2016,15,38700,12,1999,계족산로 136,20161215,201612
대전광역시,대덕구,신탄진동,44218,22,1,새여울라이프,126.39,2016,28,23000,12,1994,대청로64번길 11,20160328,201603
대전광역시,대덕구,신탄진동,44218,22,1,새여울라이프,126.39,2016,15,24000,9,1994,대청로64번길 11,20160615,201606
대전광역시,대덕구,신탄진동,44218,22,1,새여울라이프,126.39,2016,14,19700,1,1994,대청로64번길 11,20160714,201607
대전광역시,대덕구,신탄진동,44218,22,1,새여울라이프,126.39,2016,24,25000,8,1994,대청로64번길 11,20160824,201608
대전광역시,대덕구,신탄진동,44218,22,1,새여울라이프,126.39,2016,19,20000,1,1994,대청로64번길 11,20161119,201611
대전광역시,대덕구,오정동,635-1,635,1,신동아,126.35,2016,15,22500,8,1990,한밭대로1033번길 15,20160115,201601
대전광역시,대덕구,오정동,635-1,635,1,신동아,111.69,2016,27,18800,7,1990,한밭대로1033번길 15,20160527,201605
대전광역시,대덕구,오정동,635-1,635,1,신동아,111.69,2016,6,19750,10,1990,한밭대로1033번길 15,20160606,201606
대전광역시,대덕구,오정동,635-1,635,1,신동아,126.35,2016,26,20800,8,1990,한밭대로1033번길 15,20160726,201607
대전광역시,대덕구,오정동,635-1,635,1,신동아,111.69,2016,4,20800,13,1990,한밭대로1033번길 15,20160804,201608
대전광역시,대덕구,오정동,635-1,635,1,신동아,111.69,2016,11,18700,3,1990,한밭대로1033번길 15,20160911,201609
대전광역시,대덕구,오정동,635-1,635,1,신동아,126.35,2016,9,23100,12,1990,한밭대로1033번길 15,20161109,201611
대전광역시,대덕구,오정동,635-1,635,1,신동아,126.35,2016,7,19500,6,1990,한밭대로1033번길 15,20161207,201612
대전광역시,대덕구,오정동,20210,55,5,양지마을,117.31,2016,13,19500,4,1999,대전로1185번길 30,20160113,201601
대전광역시,대덕구,오정동,20210,55,5,양지마을,117.31,2016,10,20750,6,1999,대전로1185번길 30,20160310,201603
대전광역시,대덕구,오정동,20210,55,5,양지마을,117.31,2016,12,20000,5,1999,대전로1185번길 30,20161012,201610
대전광역시,대덕구,오정동,20210,55,5,양지마을,117.31,2016,15,23500,12,1999,대전로1185번길 30,20161015,201610
대전광역시,대덕구,오정동,20210,55,5,양지마을,117.31,2016,14,19850,3,1999,대전로1185번길 30,20161214,201612
대전광역시,대덕구,평촌동,540-1,540,1,행복한마을,120.7637,2016,1,30500,13,2011,덕암로 200,20160201,201602
대전광역시,대덕구,평촌동,540-1,540,1,행복한마을,120.7637,2016,23,26500,16,2011,덕암로 200,20160523,201605
대전광역시,동구,가양동,705,705,0,아침마을,118.92,2016,5,31772,13,2011,우암로 192,20160205,201602
대전광역시,동구,가양동,705,705,0,아침마을,118.92,2016,7,33697,11,2011,우암로 192,20160407,201604
대전광역시,동구,가양동,705,705,0,아침마을,118.77,2016,14,35700,19,2011,우암로 192,20160714,201607
대전광역시,동구,가양동,705,705,0,아침마을,118.92,2016,10,38400,22,2011,우암로 192,20160910,201609
대전광역시,동구,가양동,705,705,0,아침마을,118.92,2016,19,33500,6,2011,우암로 192,20161119,201611
대전광역시,동구,가오동,496,496,0,은어송마을3단지(가오아이파크),131.6126,2016,20,35500,12,2006,은어송로 117,20160620,201606
대전광역시,동구,가오동,496,496,0,은어송마을3단지(가오아이파크),131.6126,2016,24,33500,7,2006,은어송로 117,20160624,201606
대전광역시,동구,가오동,496,496,0,은어송마을3단지(가오아이파크),131.6126,2016,4,34000,12,2006,은어송로 117,20160704,201607
대전광역시,동구,가오동,496,496,0,은어송마을3단지(가오아이파크),131.6126,2016,28,36500,10,2006,은어송로 117,20160828,201608
대전광역시,동구,가오동,496,496,0,은어송마을3단지(가오아이파크),131.6126,2016,2,34500,9,2006,은어송로 117,20160902,201609
대전광역시,동구,낭월동,723,723,0,e편한세상,122.995,2016,16,30500,18,2011,산내로 1330,20160316,201603
대전광역시,동구,낭월동,723,723,0,e편한세상,122.995,2016,25,32500,21,2011,산내로 1330,20160325,201603
대전광역시,동구,낭월동,723,723,0,e편한세상,122.995,2016,28,30000,19,2011,산내로 1330,20160628,201606
대전광역시,동구,낭월동,723,723,0,e편한세상,105.801,2016,25,29500,17,2011,산내로 1330,20161125,201611
대전광역시,동구,낭월동,723,723,0,e편한세상,105.801,2016,20,29500,17,2011,산내로 1330,20161220,201612
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,9,21500,12,2008,산내로 1375,20160609,201606
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,11,23900,16,2008,산내로 1375,20160811,201608
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,8,24450,29,2008,산내로 1375,20160908,201609
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,1,24000,10,2008,산내로 1375,20161001,201610
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,5,24000,3,2008,산내로 1375,20161105,201611
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,11,24000,14,2008,산내로 1375,20161111,201611
대전광역시,동구,낭월동,304,304,0,오투그란데,110.3271,2016,26,24800,19,2008,산내로 1375,20161126,201611
대전광역시,동구,대동,535,535,0,대동펜타뷰,118.54,2016,31,33600,14,2011,계족로140번길 33,20160831,201608
대전광역시,동구,대동,535,535,0,대동펜타뷰,118.97,2016,19,42000,17,2011,계족로140번길 33,20160919,201609
대전광역시,동구,대동,535,535,0,대동펜타뷰,118.54,2016,14,34500,11,2011,계족로140번길 33,20161214,201612
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,5,33000,19,2010,계족로 137,20160105,201601
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,9,33300,18,2010,계족로 137,20160709,201607
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,30,33000,14,2010,계족로 137,20160730,201607
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,4,32800,12,2010,계족로 137,20160904,201609
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,25,33500,10,2010,계족로 137,20160925,201609
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,4,33000,11,2010,계족로 137,20161104,201611
대전광역시,동구,대동,527,527,0,대신새들뫼1단지,118.67,2016,23,35000,14,2010,계족로 137,20161123,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,14,28500,6,2007,동구청로 35,20160114,201601
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,18,30000,8,2007,동구청로 35,20160118,201601
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,21,29300,5,2007,동구청로 35,20160121,201601
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,31,30600,18,2007,동구청로 35,20160131,201601
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,16,30700,9,2007,동구청로 35,20160216,201602
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,22,28300,7,2007,동구청로 35,20160222,201602
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,26,39500,19,2007,동구청로 35,20160226,201602
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,29,31500,21,2007,동구청로 35,20160229,201602
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,1,28800,15,2007,동구청로 35,20160301,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,3,38300,19,2007,동구청로 35,20160303,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,6,30400,7,2007,동구청로 35,20160306,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,6,30900,11,2007,동구청로 35,20160306,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,7,28600,1,2007,동구청로 35,20160307,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,19,28000,1,2007,동구청로 35,20160319,201603
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,3,32000,19,2007,동구청로 35,20160403,201604
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,6,28000,1,2007,동구청로 35,20160406,201604
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,23,28000,1,2007,동구청로 35,20160423,201604
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,3,30000,8,2007,동구청로 35,20160503,201605
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,25,31300,13,2007,동구청로 35,20160525,201605
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,28,29000,12,2007,동구청로 35,20160528,201605
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,28,32800,6,2007,동구청로 35,20160528,201605
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,14,27700,2,2007,동구청로 35,20160614,201606
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,19,29700,13,2007,동구청로 35,20160619,201606
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,21,28500,16,2007,동구청로 35,20160621,201606
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,5,28600,4,2007,동구청로 35,20160705,201607
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,11,25000,4,2007,동구청로 35,20160711,201607
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,19,29500,4,2007,동구청로 35,20160719,201607
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,2,28500,5,2007,동구청로 35,20160802,201608
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,3,30500,9,2007,동구청로 35,20160803,201608
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,8,29100,2,2007,동구청로 35,20160808,201608
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,20,27000,2,2007,동구청로 35,20160820,201608
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,25,34300,16,2007,동구청로 35,20160825,201608
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,2,29500,4,2007,동구청로 35,20160902,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,5,31000,9,2007,동구청로 35,20160905,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,5,31700,17,2007,동구청로 35,20160905,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,9,30700,6,2007,동구청로 35,20160909,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,12,29200,14,2007,동구청로 35,20160912,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,13,30000,14,2007,동구청로 35,20160913,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,30,28000,1,2007,동구청로 35,20160930,201609
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,1,30300,6,2007,동구청로 35,20161001,201610
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,3,30800,9,2007,동구청로 35,20161003,201610
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,15,27500,2,2007,동구청로 35,20161015,201610
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,27,29500,16,2007,동구청로 35,20161027,201610
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,7,31800,16,2007,동구청로 35,20161107,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,14,28000,3,2007,동구청로 35,20161114,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,15,30000,1,2007,동구청로 35,20161115,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,18,28900,3,2007,동구청로 35,20161118,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),121.3897,2016,19,33500,17,2007,동구청로 35,20161119,201611
대전광역시,동구,대성동,130,130,0,은어송마을2단지(코오롱하늘채),102.819,2016,24,29900,4,2007,동구청로 35,20161124,201611
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,11,33500,21,2006,대전로 935,20160111,201601
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,19,31300,3,2006,대전로 935,20160319,201603
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,4,33000,19,2006,대전로 935,20160404,201604
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,19,32000,13,2006,대전로 935,20160519,201605
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,19,32000,3,2006,대전로 935,20160519,201605
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,16,33000,12,2006,대전로 935,20160616,201606
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,18,32700,26,2006,대전로 935,20160618,201606
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,17,32900,9,2006,대전로 935,20161017,201610
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,18,32000,6,2006,대전로 935,20161118,201611
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,25,32500,6,2006,대전로 935,20161125,201611
대전광역시,동구,삼성동,479,479,0,한밭자이,134.9711,2016,28,34750,31,2006,대전로 935,20161228,201612
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,9,29000,22,2011,성남로 15,20160309,201603
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,7,27965,2,2011,성남로 15,20160707,201607
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,13,27000,1,2011,성남로 15,20160813,201608
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,4,31800,14,2011,성남로 15,20160904,201609
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,20,33000,23,2011,성남로 15,20161020,201610
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,19,32000,10,2011,성남로 15,20161119,201611
대전광역시,동구,성남동,528,528,0,스마트뷰,118.09,2016,27,33000,12,2011,성남로 15,20161127,201611
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,16,23000,15,2006,대학로50번길 53,20160216,201602
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,10,22700,9,2006,대학로50번길 53,20160310,201603
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,2,21400,4,2006,대학로50번길 53,20160502,201605
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,2,21400,2,2006,대학로50번길 53,20160502,201605
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,4,21700,2,2006,대학로50번길 53,20160604,201606
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,23,23900,9,2006,대학로50번길 53,20160623,201606
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,17,24500,14,2006,대학로50번길 53,20160717,201607
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,19,23500,7,2006,대학로50번길 53,20160819,201608
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,20,23450,6,2006,대학로50번길 53,20160920,201609
대전광역시,동구,용운동,703,703,0,한화꿈에그린,122.8125,2016,14,24000,1,2006,대학로50번길 53,20161014,201610
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,20,18100,8,1990,한밭대로1237번길 52,20160220,201602
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,29,16000,1,1990,한밭대로1237번길 52,20160229,201602
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,11,18000,10,1990,한밭대로1237번길 52,20160411,201604
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,30,17000,14,1990,한밭대로1237번길 52,20160530,201605
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,16,19800,13,1990,한밭대로1237번길 52,20160716,201607
대전광역시,동구,용전동,1,1,0,신동아,126.35,2016,13,18500,12,1990,한밭대로1237번길 52,20160813,201608
대전광역시,동구,용전동,1,1,0,신동아,126.35,2016,4,17550,5,1990,한밭대로1237번길 52,20160904,201609
대전광역시,동구,용전동,1,1,0,신동아,126.35,2016,10,17600,1,1990,한밭대로1237번길 52,20160910,201609
대전광역시,동구,용전동,1,1,0,신동아,126.35,2016,29,18300,6,1990,한밭대로1237번길 52,20160929,201609
대전광역시,동구,용전동,1,1,0,신동아,126.35,2016,18,19000,10,1990,한밭대로1237번길 52,20161018,201610
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,8,19600,14,1990,한밭대로1237번길 52,20161108,201611
대전광역시,동구,용전동,1,1,0,신동아,111.69,2016,10,18000,15,1990,한밭대로1237번길 52,20161210,201612
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,4,22500,9,1999,계족로489번길 73,20160304,201603
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,28,22800,13,1999,계족로489번길 73,20160328,201603
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,9,23400,8,1999,계족로489번길 73,20160409,201604
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,16,20800,2,1999,계족로489번길 73,20160516,201605
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,5,21900,1,1999,계족로489번길 73,20160605,201606
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,18,23700,2,1999,계족로489번길 73,20160718,201607
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,2,23700,7,1999,계족로489번길 73,20160902,201609
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,23,26400,7,1999,계족로489번길 73,20160923,201609
대전광역시,동구,용전동,194-3,194,3,한숲,114.75,2016,18,22200,5,1999,계족로489번길 73,20161018,201610
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,19,17750,1,1990,성동로 74,20160119,201601
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,10,18300,2,1990,성동로 74,20160810,201608
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,13,20100,15,1990,성동로 74,20161013,201610
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,22,17250,2,1990,성동로 74,20161022,201610
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,25,17800,2,1990,성동로 74,20161025,201610
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,6,21700,9,1990,성동로 74,20161106,201611
대전광역시,동구,자양동,201,201,0,동아아파트(201),134.6,2016,14,20500,14,1990,성동로 74,20161114,201611
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,16,30000,15,2013,대전로542번길 121,20160216,201602
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,25,28097,19,2013,대전로542번길 121,20160225,201602
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,12,29300,9,2013,대전로542번길 121,20160312,201603
대전광역시,동구,천동,540,540,0,위드힐,118.43,2016,14,37000,15,2013,대전로542번길 121,20160614,201606
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,21,28370,8,2013,대전로542번길 121,20160621,201606
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,4,28500,17,2013,대전로542번길 121,20160704,201607
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,3,26458,2,2013,대전로542번길 121,20160803,201608
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,18,27274,15,2013,대전로542번길 121,20161018,201610
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,14,28097,11,2013,대전로542번길 121,20161114,201611
대전광역시,동구,천동,540,540,0,위드힐,118.53,2016,14,27274,7,2013,대전로542번길 121,20161114,201611
