시군구,번지,본번,부번,단지명,전용면적,계약연도,계약일,거래금액,층,건축년도,도로명
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201611,21,41000,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,134.91,201611,21,50000,1,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201611,21,49800,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,134.91,201611,22,55000,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201611,22,47500,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,134.91,201611,23,67500,8,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201611,25,54000,10,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201611,30,49700,11,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,134.91,201612,6,56000,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,164.95,201612,6,75000,3,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201612,6,54000,12,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,134.91,201612,9,61000,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,10,44800,12,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,84.93,201612,11,40000,11,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201612,11,55000,8,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,12,43000,3,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201612,14,52500,2,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,114.63,201612,20,54000,14,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,21,49600,8,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,28,47000,3,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,29,40200,1,1992,둔산로 155
대전광역시 서구 둔산동,1509,1509,0,크로바,101.79,201612,29,45500,8,1992,둔산로 155
대전광역시 서구 둔산동,979,979,0,타임빌,40.41,201601,1,7450,6,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.67,201601,4,7700,9,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,40.41,201602,22,7400,6,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.67,201603,12,7350,3,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,40.41,201604,14,7800,10,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.98,201605,18,6700,5,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.67,201606,24,7650,9,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.67,201607,7,7500,7,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,40.41,201610,3,7700,7,2003,둔지로 40
대전광역시 서구 둔산동,979,979,0,타임빌,38.98,201610,15,7100,9,2003,둔지로 40
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201601,29,18600,1,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201602,12,24700,3,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201603,1,23800,11,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201603,7,24100,9,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201603,18,24300,6,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201604,2,24100,13,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201604,5,24000,9,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201604,6,22800,11,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201604,21,22600,12,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201605,16,20900,3,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201606,3,22700,3,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201606,10,18900,1,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201606,14,24300,13,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201607,11,24600,5,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201607,13,23900,10,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201607,19,25500,11,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201609,5,24000,14,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201609,17,20400,14,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201609,23,21300,5,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201610,12,24500,12,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201610,14,22700,8,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201610,14,25200,13,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201610,17,26500,8,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201610,22,20100,2,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201611,2,24500,2,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201611,5,22000,10,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201611,7,20800,2,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201611,12,26700,9,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201611,18,20150,2,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201612,9,25900,4,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201612,14,23700,5,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,84.95,201612,19,26000,12,1995,둔지로 75
대전광역시 서구 둔산동,957,957,0,파랑새,72.8725,201612,28,17000,10,1995,둔지로 75
대전광역시 서구 둔산동,980,980,0,플로채,13.0731,201610,8,6050,5,2011,둔지로 38
대전광역시 서구 둔산동,980,980,0,플로채,13.0731,201610,8,6000,3,2011,둔지로 38
대전광역시 서구 둔산동,980,980,0,플로채,14.1134,201610,14,6000,5,2011,둔지로 38
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,38.12,201601,1,6600,5,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201603,23,4900,7,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201603,23,4900,7,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,38.12,201603,28,7000,5,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201604,20,5000,11,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201605,10,5000,5,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,36.912,201606,2,7500,11,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,36.912,201606,22,7000,10,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,19.7825,201607,19,4500,9,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201610,3,4770,5,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201610,25,4300,3,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,19.7825,201610,26,4400,8,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,19.7825,201610,27,4400,8,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,21.68,201610,28,4800,8,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,23,201611,2,4800,10,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,19.7825,201611,14,4500,9,2002,갈마역로 14
대전광역시 서구 둔산동,1095,1095,0,하이스트빌,21.68,201611,14,4800,11,2002,갈마역로 14
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,2,36000,12,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,4,37000,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201601,7,31100,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,9,37000,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201601,9,20900,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,16,34900,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,23,33800,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,23,38000,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,28,31000,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,30,31300,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201601,30,35400,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201602,3,35200,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201602,4,38300,12,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201602,5,33400,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201602,13,34850,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201602,23,34500,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201602,28,31700,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201603,2,31500,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201603,10,32000,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201603,14,30000,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201603,29,32000,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201603,30,33700,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201603,30,26900,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201603,31,33750,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201604,23,31800,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201604,23,35800,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201605,4,36000,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201605,11,34900,9,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201605,13,26500,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201605,18,33700,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201605,18,26800,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201605,20,34000,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201605,28,31400,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201605,28,32500,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201606,10,34500,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201606,18,35200,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201606,24,32300,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201606,26,34300,9,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201606,28,37200,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201606,30,27700,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,1,34700,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,1,35200,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,8,36500,9,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,12,31500,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,15,35200,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,15,30900,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,16,31700,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201607,16,22300,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,18,38000,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,19,33900,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,22,34500,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201607,23,31750,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201607,24,32400,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201608,4,34100,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201608,5,31800,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201608,9,36700,12,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201608,21,31500,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201609,1,33600,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,1,34000,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,3,34800,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,4,34800,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,5,36900,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201609,5,32000,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,10,34750,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,10,32400,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,17,36900,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,22,32800,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,22,30650,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,24,29900,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,24,28500,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201609,25,35300,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,1,37400,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,1,31300,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,1,36600,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201610,1,26500,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201610,4,23000,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,4,37000,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,6,39900,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,8,35500,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,8,35900,12,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,10,34700,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,10,35000,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,11,35550,12,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201610,15,26800,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,15,38500,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,15,33700,10,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,17,32100,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,18,35000,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,19,33200,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201610,20,24300,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201610,20,33200,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,21,33900,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201610,22,32000,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,24,38000,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,25,33000,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,29,35500,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,29,32000,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201610,29,32900,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201610,29,33400,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,1,37700,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,4,35900,9,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201611,5,33400,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201611,5,28000,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,7,34500,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,9,34500,8,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,10,33000,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,10,35000,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,10,35500,9,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,12,34300,5,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,12,36500,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,12,37700,4,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,12,34500,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,15,31500,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,17,36000,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201611,19,35000,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,92.88,201611,19,28700,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,21,35500,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201611,26,37300,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,3,31000,1,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,5,32800,3,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,7,35600,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,8,37200,6,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,9,34600,7,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,13,32800,15,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,21,37700,13,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,76.22,201612,21,24500,2,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,22,39350,14,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,22,37700,11,1992,둔산북로 160
대전광역시 서구 둔산동,1388,1388,0,한마루아파트,101.94,201612,31,32800,2,1992,둔산북로 160
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,4,25300,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,11,23000,2,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201601,13,17100,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201601,16,17100,5,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,16,25000,5,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201601,20,18100,13,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,23,20200,1,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201601,25,16950,3,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,30,27000,13,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201601,30,18300,12,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201601,30,25000,5,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201602,6,17500,9,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201602,11,24100,5,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201602,12,18000,15,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201602,15,19150,1,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201602,17,24500,15,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201602,20,16700,3,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,1,25800,5,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201603,10,18000,13,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,10,22500,3,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,15,23900,15,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,18,22700,3,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,19,25800,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201603,21,18500,9,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,29,21750,2,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201603,29,20300,1,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,2,23800,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,5,23800,8,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201604,6,18350,14,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,7,25250,11,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201604,13,18000,6,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,18,23700,11,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,22,24500,12,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201604,25,25300,9,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,9,18000,9,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,13,19000,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,14,17800,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,17,26800,8,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,18,18000,10,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,20,25825,13,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,20,25000,8,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,20,17700,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,22,23100,2,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201605,26,17000,15,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,27,25700,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,28,25000,11,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,28,24800,10,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201605,30,24100,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201606,2,16900,15,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201606,3,17400,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201606,4,20700,1,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201606,7,28300,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201606,8,25300,4,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201606,9,17800,7,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,84.42,201606,10,23500,14,1995,둔산로 15
대전광역시 서구 둔산동,970,970,0,향촌,62.1,201606,15,18300,8,1995,둔산로 15
